source_file,ground_truth_contract_id,expected_kb_ids,candidate_result_count,candidate_recall,candidate_precision,candidate_f1,llm_only_recall,llm_only_precision,llm_only_f1,final_kb_ids,final_result_count,final_recall,final_precision,final_f1,kb1_recall,kb1_precision,kb2_recall,kb2_precision,kb3_recall,kb3_precision,score_threshold,min_results,max_results,exact_match,any_match
C41_GranitePeak.pdf,C41,KB1_1; KB1_17; KB1_5; KB1_6; KB2_1; KB2_12; KB3_16,30,1.0,0.23333333333333334,0.37837837837837834,0.8571428571428571,0.3,0.4444444444444444,KB1_1; KB1_15; KB1_2; KB1_6; KB2_1; KB2_10; KB2_15; KB3_18,8,0.42857142857142855,0.375,0.39999999999999997,0.5,0.5,0.5,0.3333333333333333,0.0,0.0,0.55,8,20,False,True
C42_Driftwood.pdf,C42,KB1_1; KB1_2; KB2_15; KB3_15,30,1.0,0.13333333333333333,0.23529411764705882,1.0,0.2,0.33333333333333337,KB1_1; KB1_2; KB1_6; KB2_1; KB2_15; KB2_2; KB2_3; KB3_15; KB3_16,9,1.0,0.4444444444444444,0.6153846153846153,1.0,0.6666666666666666,1.0,0.25,1.0,0.5,0.55,8,20,False,True
C43_Foxglove.pdf,C43,KB1_1; KB1_12; KB1_3; KB1_4; KB2_1; KB2_2; KB2_3; KB3_17,30,0.75,0.2,0.31578947368421056,0.625,0.25,0.35714285714285715,KB1_1; KB1_15; KB1_16; KB1_6; KB2_1; KB2_10; KB2_11; KB2_15; KB2_2; KB2_3; KB3_1; KB3_10; KB3_18,13,0.5,0.3076923076923077,0.380952380952381,0.25,0.25,1.0,0.5,0.0,0.0,0.55,8,20,False,True
C44_CascadePoint.pdf,C44,KB1_1; KB1_17; KB1_5; KB1_6; KB1_8; KB1_9; KB2_1; KB2_12; KB2_4; KB2_6; KB3_5,30,0.5454545454545454,0.2,0.29268292682926833,0.36363636363636365,0.2,0.25806451612903225,KB1_1; KB1_15; KB1_2; KB1_6; KB2_1; KB2_10; KB2_15; KB3_10; KB3_18,9,0.2727272727272727,0.3333333333333333,0.3,0.3333333333333333,0.5,0.25,0.3333333333333333,0.0,0.0,0.55,8,20,False,True
C45_Birchmere.pdf,C45,KB1_1; KB1_15; KB1_17; KB1_6; KB2_1; KB2_10; KB2_12; KB3_18,30,0.75,0.2,0.31578947368421056,0.75,0.3,0.4285714285714285,KB1_1; KB1_2; KB1_5; KB1_6; KB2_1; KB2_15; KB3_16; KB3_9,8,0.375,0.375,0.375,0.5,0.5,0.3333333333333333,0.5,0.0,0.0,0.55,8,20,False,True
C46_Harborview.pdf,C46,KB1_1; KB1_10; KB1_17; KB1_3; KB1_4; KB1_6; KB1_8; KB2_1; KB2_12; KB2_2; KB2_4; KB3_1; KB3_3,30,0.6153846153846154,0.26666666666666666,0.37209302325581395,0.5384615384615384,0.35,0.4242424242424242,KB1_1; KB1_12; KB1_14; KB1_16; KB2_1; KB2_10; KB2_11; KB2_2; KB2_3; KB2_8; KB3_1; KB3_10; KB3_18,13,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.14285714285714285,0.25,0.5,0.3333333333333333,0.5,0.3333333333333333,0.55,8,20,False,True
C47_Northwind.pdf,C47,KB1_1; KB1_10; KB1_12; KB1_17; KB1_3; KB1_4; KB1_6; KB1_8; KB2_1; KB2_12; KB2_13; KB2_3; KB2_4; KB2_5; KB3_1; KB3_3; KB3_4,30,0.6470588235294118,0.36666666666666664,0.46808510638297873,0.5294117647058824,0.45,0.48648648648648646,KB1_1; KB1_15; KB1_16; KB1_2; KB1_6; KB2_1; KB2_10; KB2_11; KB2_2; KB3_1; KB3_10; KB3_18,12,0.23529411764705882,0.3333333333333333,0.27586206896551724,0.25,0.4,0.16666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.55,8,20,False,True
C48_Castlerock.pdf,C48,KB1_1; KB1_11; KB1_12; KB1_14; KB1_17; KB1_3; KB1_4; KB1_6; KB1_8; KB2_1; KB2_12; KB2_2; KB2_7; KB2_8; KB3_1; KB3_6; KB3_7,30,0.7647058823529411,0.43333333333333335,0.5531914893617021,0.5882352941176471,0.5,0.5405405405405405,KB1_1; KB1_12; KB1_14; KB1_16; KB1_2; KB1_6; KB2_1; KB2_15; KB2_2; KB2_3; KB2_8; KB3_1; KB3_10; KB3_9,14,0.47058823529411764,0.5714285714285714,0.5161290322580646,0.4444444444444444,0.6666666666666666,0.6,0.6,0.3333333333333333,0.3333333333333333,0.55,8,20,False,True
C49_Everwood.pdf,C49,KB1_1; KB1_10; KB1_12; KB1_15; KB1_17; KB1_3; KB1_4; KB1_6; KB1_8; KB1_9; KB2_1; KB2_10; KB2_12; KB2_3; KB2_4; KB3_1; KB3_10; KB3_3; KB3_9,30,0.6842105263157895,0.43333333333333335,0.5306122448979592,0.5263157894736842,0.5,0.5128205128205129,KB1_1; KB1_10; KB1_12; KB1_16; KB1_2; KB1_6; KB2_1; KB2_10; KB2_2; KB2_4; KB2_5; KB3_10; KB3_5,13,0.42105263157894735,0.6153846153846154,0.5,0.4,0.6666666666666666,0.6,0.6,0.25,0.5,0.55,8,20,False,True
C50_Slateharbor.pdf,C50,KB1_1; KB1_17; KB1_3; KB1_4; KB1_6; KB1_8; KB1_9; KB2_1; KB2_12; KB2_2; KB2_5; KB2_6; KB3_1; KB3_3; KB3_5,30,0.5333333333333333,0.26666666666666666,0.3555555555555555,0.4666666666666667,0.35,0.4,KB1_1; KB1_16; KB1_6; KB2_1; KB2_10; KB2_11; KB2_2; KB3_1; KB3_10; KB3_18,10,0.3333333333333333,0.5,0.4,0.2857142857142857,0.6666666666666666,0.4,0.5,0.3333333333333333,0.3333333333333333,0.55,8,20,False,True
